DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted_upper,clin_cases_averted_lower,sev_cases_averted_upper,sev_cases_averted_lower,deaths_averted_upper,deaths_averted_lower,num_vacc_doses_upper,num_vacc_doses_lower,ISO
100985,4_dose,reduced_coverage_upper,17752,5101,625,164,81,21,184682,178157,GIN
100985,3_dose,full_coverage,29605,9873,1009,312,130,40,146735,139555,GIN
100985,4_dose,full_coverage,37450,12921,1290,410,166,53,184682,178157,GIN
100986,3_dose,reduced_coverage,13986,2183,658,94,85,12,195313,187192,GIN
100986,4_dose,reduced_coverage_lower,16003,2833,720,126,93,16,246886,237932,GIN
100986,4_dose,reduced_coverage,16963,3001,745,132,96,17,246886,237932,GIN
100986,4_dose,reduced_coverage_upper,17105,2833,778,136,100,17,246886,237932,GIN
100986,3_dose,full_coverage,28120,6520,1236,316,159,41,195313,187192,GIN
100986,4_dose,full_coverage,36133,8426,1534,413,198,53,246886,237932,GIN
100987,3_dose,reduced_coverage,29951,9859,628,45,81,6,114586,108092,GIN
100987,4_dose,reduced_coverage_lower,34855,12820,703,84,91,11,144693,137690,GIN
100987,4_dose,reduced_coverage,35967,13969,714,99,92,13,144693,137690,GIN
100987,4_dose,reduced_coverage_upper,38500,15360,730,129,94,17,144693,137690,GIN
100987,3_dose,full_coverage,60339,28638,1270,270,164,35,114586,108092,GIN
100987,4_dose,full_coverage,78724,38317,1548,421,200,54,144693,137690,GIN
100988,3_dose,reduced_coverage,38316,14386,930,226,120,29,210039,199993,GIN
100988,4_dose,reduced_coverage_lower,44941,16839,1071,284,138,37,265580,253757,GIN
100988,4_dose,reduced_coverage,47819,19067,1110,327,143,42,265580,253757,GIN
100988,4_dose,reduced_coverage_upper,49829,21066,1092,348,141,45,265580,253757,GIN
100988,3_dose,full_coverage,79367,37640,1865,641,241,83,210039,199993,GIN
100988,4_dose,full_coverage,102726,51088,2299,875,297,113,265580,253757,GIN
100989,3_dose,reduced_coverage,71106,22027,1457,152,188,20,226975,215332,GIN
100989,4_dose,reduced_coverage_lower,77829,25459,1512,230,195,30,286984,274549,GIN
100989,4_dose,reduced_coverage,79466,30929,1651,222,213,29,286984,274549,GIN
100989,4_dose,reduced_coverage_upper,80337,32450,1711,249,221,32,286984,274549,GIN
100989,3_dose,full_coverage,133493,59916,2935,600,379,77,226975,215332,GIN
100989,4_dose,full_coverage,171394,86428,3523,870,454,112,286984,274549,GIN
100990,3_dose,reduced_coverage,10746,1981,418,73,54,9,132643,126793,GIN
100990,4_dose,reduced_coverage_lower,12200,2494,497,93,64,12,167655,161342,GIN
100990,4_dose,reduced_coverage,12629,2948,495,97,64,12,167655,161342,GIN
100990,4_dose,reduced_coverage_upper,13751,3178,522,119,67,15,167655,161342,GIN
100990,3_dose,full_coverage,20770,5940,825,248,106,32,132643,126793,GIN
100990,4_dose,full_coverage,26676,7848,1048,323,135,42,167655,161342,GIN
100991,3_dose,reduced_coverage,27552,10164,618,137,80,18,115122,109448,GIN
100991,4_dose,reduced_coverage_lower,30743,11892,676,170,87,22,145242,139582,GIN
100991,4_dose,reduced_coverage,32450,12965,670,183,86,24,145242,139582,GIN
100991,4_dose,reduced_coverage_upper,32383,13489,709,191,91,25,145242,139582,GIN
100991,3_dose,full_coverage,52290,24520,1183,394,153,51,115122,109448,GIN
100991,4_dose,full_coverage,69048,33878,1497,541,193,70,145242,139582,GIN
100992,3_dose,reduced_coverage,96280,34576,1986,116,256,15,320782,304206,GIN
100992,4_dose,reduced_coverage_lower,114849,42275,2297,170,296,22,406139,387618,GIN
100992,4_dose,reduced_coverage,111738,49476,2188,269,282,35,406139,387618,GIN
100992,4_dose,reduced_coverage_upper,116330,53255,2384,290,307,37,406139,387618,GIN
100992,3_dose,full_coverage,195203,97361,4138,644,534,83,320782,304206,GIN
100992,4_dose,full_coverage,257363,131822,4809,990,620,128,406139,387618,GIN
101013,3_dose,reduced_coverage,659,-27,28,-3,4,-0,11460,10733,GNQ
101013,4_dose,reduced_coverage_lower,862,53,34,0,4,0,14504,13709,GNQ
101013,4_dose,reduced_coverage,938,53,35,1,4,0,14504,13709,GNQ
101013,4_dose,reduced_coverage_upper,888,76,37,1,5,0,14504,13709,GNQ
101013,3_dose,full_coverage,2269,583,78,22,10,3,11460,10733,GNQ
101013,4_dose,full_coverage,2971,778,100,29,13,4,14504,13709,GNQ
101014,3_dose,reduced_coverage,1234,-58,46,-4,6,-1,15229,14259,GNQ
101014,4_dose,reduced_coverage_lower,1431,154,50,1,6,0,19193,18166,GNQ
101014,4_dose,reduced_coverage,1489,210,50,2,7,0,19193,18166,GNQ
101014,4_dose,reduced_coverage_upper,1625,144,52,0,7,0,19193,18166,GNQ
101014,3_dose,full_coverage,3978,1317,118,36,15,5,15229,14259,GNQ
101014,4_dose,full_coverage,5194,1804,153,49,20,6,19193,18166,GNQ
101015,3_dose,reduced_coverage,1726,-5,64,-6,8,-1,24576,23144,GNQ
101015,4_dose,reduced_coverage_lower,1857,93,74,1,9,0,30973,29533,GNQ
101015,4_dose,reduced_coverage,1745,136,73,0,9,0,30973,29533,GNQ
101015,4_dose,reduced_coverage_upper,1913,203,79,4,10,0,30973,29533,GNQ
101015,3_dose,full_coverage,4700,1185,172,44,22,6,24576,23144,GNQ
101015,4_dose,full_coverage,6161,1539,220,62,28,8,30973,29533,GNQ
101016,3_dose,reduced_coverage,1004,-32,40,-6,5,-1,14044,13118,GNQ
101016,4_dose,reduced_coverage_lower,1124,31,44,-2,6,-0,17658,16762,GNQ
101016,4_dose,reduced_coverage,1147,47,44,1,6,0,17658,16762,GNQ
101016,4_dose,reduced_coverage_upper,1163,68,46,0,6,0,17658,16762,GNQ
101016,3_dose,full_coverage,2879,650,100,24,13,3,14044,13118,GNQ
101016,4_dose,full_coverage,3556,944,125,35,16,5,17658,16762,GNQ
101461,3_dose,reduced_coverage,1302,-54,85,-5,11,-1,61931,59289,KEN
101461,4_dose,reduced_coverage_lower,1541,-65,112,-6,14,-1,78318,75610,KEN
101461,4_dose,reduced_coverage,1567,-55,110,-5,14,-1,78318,75610,KEN
101461,4_dose,reduced_coverage_upper,1605,-67,112,-7,14,-1,78318,75610,KEN
101461,3_dose,full_coverage,1523,-59,105,-6,14,-1,61931,59289,KEN
101461,4_dose,full_coverage,1997,-41,134,-3,17,-0,78318,75610,KEN
101462,3_dose,reduced_coverage,830,-151,63,-12,8,-1,98204,94156,KEN
101462,4_dose,reduced_coverage_lower,1006,-129,74,-10,10,-1,124548,120111,KEN
101462,4_dose,reduced_coverage,1041,-119,72,-8,9,-1,124548,120111,KEN
101462,4_dose,reduced_coverage_upper,1078,-82,70,-6,9,-1,124548,120111,KEN
101462,3_dose,full_coverage,1026,-126,77,-9,10,-1,98204,94156,KEN
101462,4_dose,full_coverage,1221,-74,88,-5,11,-1,124548,120111,KEN
101463,3_dose,reduced_coverage,18230,2232,862,151,111,20,206266,197726,KEN
101463,4_dose,reduced_coverage_lower,21599,2679,1024,181,132,23,261324,252278,KEN
101463,4_dose,reduced_coverage,22609,2818,1065,185,137,24,261324,252278,KEN
101463,4_dose,reduced_coverage_upper,23781,3118,1143,211,148,27,261324,252278,KEN
101463,3_dose,full_coverage,21452,2972,1068,190,138,25,206266,197726,KEN
101463,4_dose,full_coverage,28315,4014,1359,267,175,34,261324,252278,KEN
101464,3_dose,reduced_coverage,27677,10684,739,230,95,30,93834,89126,KEN
101464,4_dose,reduced_coverage_lower,31470,13369,842,277,109,36,118312,113806,KEN
101464,4_dose,reduced_coverage,33635,14302,897,297,116,38,118312,113806,KEN
101464,4_dose,reduced_coverage_upper,35597,14767,910,303,117,39,118312,113806,KEN
101464,3_dose,full_coverage,32534,13027,877,274,113,35,93834,89126,KEN
101464,4_dose,full_coverage,42029,18680,1117,378,144,49,118312,113806,KEN
101465,3_dose,reduced_coverage,410,-24,29,-2,4,-0,22318,21330,KEN
101465,4_dose,reduced_coverage_lower,460,-21,32,-2,4,-0,28143,27180,KEN
101465,4_dose,reduced_coverage,494,-19,33,-2,4,-0,28143,27180,KEN
101465,4_dose,reduced_coverage_upper,500,-17,34,-1,4,-0,28143,27180,KEN
101465,3_dose,full_coverage,486,-28,33,-3,4,-0,22318,21330,KEN
101465,4_dose,full_coverage,632,-20,42,-2,5,-0,28143,27180,KEN
101466,3_dose,reduced_coverage,1597,-90,113,-9,15,-1,78628,75348,KEN
101466,4_dose,reduced_coverage_lower,1846,-62,127,-5,16,-1,99490,96281,KEN
101466,4_dose,reduced_coverage,1927,-81,137,-6,18,-1,99490,96281,KEN
101466,4_dose,reduced_coverage_upper,2033,-82,148,-8,19,-1,99490,96281,KEN
101466,3_dose,full_coverage,1872,-67,134,-6,17,-1,78628,75348,KEN
101466,4_dose,full_coverage,2451,-72,175,-6,23,-1,99490,96281,KEN
101467,3_dose,reduced_coverage,1407,-74,105,-6,14,-1,67087,64250,KEN
101467,4_dose,reduced_coverage_lower,1676,-63,124,-5,16,-1,84988,82074,KEN
101467,4_dose,reduced_coverage,1747,-58,132,-4,17,-1,84988,82074,KEN
101467,4_dose,reduced_coverage_upper,1951,-48,132,-4,17,-0,84988,82074,KEN
101467,3_dose,full_coverage,1817,-61,119,-4,15,-1,67087,64250,KEN
101467,4_dose,full_coverage,2248,-42,152,-3,20,-0,84988,82074,KEN
101468,3_dose,reduced_coverage,15693,2948,672,151,87,19,135225,128907,KEN
101468,4_dose,reduced_coverage_lower,18391,3713,783,189,101,24,170931,164531,KEN
101468,4_dose,reduced_coverage,19388,3906,815,198,105,26,170931,164531,KEN
101468,4_dose,reduced_coverage_upper,20813,4175,861,206,111,27,170931,164531,KEN
101468,3_dose,full_coverage,18853,3796,812,196,105,25,135225,128907,KEN
101468,4_dose,full_coverage,24203,5287,1014,266,131,34,170931,164531,KEN
101469,3_dose,reduced_coverage,339,-13,25,-1,3,-0,17868,17050,KEN
101469,4_dose,reduced_coverage_lower,390,-17,29,-2,4,-0,22549,21790,KEN
101469,4_dose,reduced_coverage,435,-20,30,-2,4,-0,22549,21790,KEN
101469,4_dose,reduced_coverage_upper,413,-11,32,-1,4,-0,22549,21790,KEN
101469,3_dose,full_coverage,403,-13,29,-1,4,-0,17868,17050,KEN
101469,4_dose,full_coverage,532,-8,39,-1,5,-0,22549,21790,KEN
101470,3_dose,reduced_coverage,1156,-63,85,-6,11,-1,58748,56284,KEN
101470,4_dose,reduced_coverage_lower,1352,-48,99,-4,13,-1,74451,71881,KEN
101470,4_dose,reduced_coverage,1463,-59,100,-5,13,-1,74451,71881,KEN
101470,4_dose,reduced_coverage_upper,1472,-44,108,-4,14,-1,74451,71881,KEN
101470,3_dose,full_coverage,1380,-47,101,-4,13,-0,58748,56284,KEN
101470,4_dose,full_coverage,1809,-44,130,-3,17,-0,74451,71881,KEN
101471,3_dose,reduced_coverage,24424,4978,1008,237,130,31,201940,192856,KEN
101471,4_dose,reduced_coverage_lower,28206,6210,1178,291,152,37,255293,245860,KEN
101471,4_dose,reduced_coverage,30001,6562,1250,302,161,39,255293,245860,KEN
101471,4_dose,reduced_coverage_upper,31418,6878,1273,319,164,41,255293,245860,KEN
101471,3_dose,full_coverage,27579,6410,1210,293,156,38,201940,192856,KEN
101471,4_dose,full_coverage,38062,8116,1545,416,199,54,255293,245860,KEN
101472,3_dose,reduced_coverage,1288,-132,104,-11,13,-1,95641,91518,KEN
101472,4_dose,reduced_coverage_lower,1483,-96,113,-8,15,-1,121358,116996,KEN
101472,4_dose,reduced_coverage,1533,-88,127,-9,16,-1,121358,116996,KEN
101472,4_dose,reduced_coverage_upper,1589,-85,124,-5,16,-1,121358,116996,KEN
101472,3_dose,full_coverage,1490,-68,120,-5,15,-1,95641,91518,KEN
101472,4_dose,full_coverage,1856,-54,155,-4,20,-0,121358,116996,KEN
101473,3_dose,reduced_coverage,1989,-94,138,-9,18,-1,103205,99021,KEN
101473,4_dose,reduced_coverage_lower,2337,-97,157,-9,20,-1,130848,126544,KEN
101473,4_dose,reduced_coverage,2362,-69,161,-6,21,-1,130848,126544,KEN
101473,4_dose,reduced_coverage_upper,2617,-79,172,-6,22,-1,130848,126544,KEN
101473,3_dose,full_coverage,2331,-118,153,-9,20,-1,103205,99021,KEN
101473,4_dose,full_coverage,2961,-66,204,-5,26,-1,130848,126544,KEN
101474,3_dose,reduced_coverage,10120,1018,508,69,66,9,144137,137434,KEN
101474,4_dose,reduced_coverage_lower,11710,1358,615,92,79,12,182531,175522,KEN
101474,4_dose,reduced_coverage,12196,1307,640,93,83,12,182531,175522,KEN
101474,4_dose,reduced_coverage_upper,13206,1344,656,91,85,12,182531,175522,KEN
101474,3_dose,full_coverage,11860,1545,644,98,83,13,144137,137434,KEN
101474,4_dose,full_coverage,15585,1681,805,124,104,16,182531,175522,KEN
101475,3_dose,reduced_coverage,1646,-77,130,-7,17,-1,82782,79226,KEN
101475,4_dose,reduced_coverage_lower,1931,-52,154,-5,20,-1,104651,101159,KEN
101475,4_dose,reduced_coverage,2025,-52,154,-5,20,-1,104651,101159,KEN
101475,4_dose,reduced_coverage_upper,2073,-63,162,-5,21,-1,104651,101159,KEN
101475,3_dose,full_coverage,1902,-71,149,-5,19,-1,82782,79226,KEN
101475,4_dose,full_coverage,2396,-59,183,-4,24,-1,104651,101159,KEN
101476,3_dose,reduced_coverage,5040,-130,337,-10,43,-1,171152,163226,KEN
101476,4_dose,reduced_coverage_lower,5929,-82,395,-5,51,-1,216642,208659,KEN
101476,4_dose,reduced_coverage,5972,-97,423,-8,55,-1,216642,208659,KEN
101476,4_dose,reduced_coverage_upper,6436,-68,426,-2,55,-0,216642,208659,KEN
101476,3_dose,full_coverage,5949,-153,409,-12,53,-2,171152,163226,KEN
101476,4_dose,full_coverage,7694,-5,542,0,70,0,216642,208659,KEN
101477,3_dose,reduced_coverage,14819,2602,709,145,92,19,152933,146679,KEN
101477,4_dose,reduced_coverage_lower,17102,3188,806,178,104,23,193694,187179,KEN
101477,4_dose,reduced_coverage,17867,3331,855,202,110,26,193694,187179,KEN
101477,4_dose,reduced_coverage_upper,18920,3459,883,205,114,26,193694,187179,KEN
101477,3_dose,full_coverage,17823,2927,809,179,104,23,152933,146679,KEN
101477,4_dose,full_coverage,23440,3987,1043,252,135,33,193694,187179,KEN
101478,3_dose,reduced_coverage,2651,-136,188,-11,24,-1,145147,138523,KEN
101478,4_dose,reduced_coverage_lower,3066,-99,211,-7,27,-1,183627,177049,KEN
101478,4_dose,reduced_coverage,3219,-133,217,-11,28,-1,183627,177049,KEN
101478,4_dose,reduced_coverage_upper,3345,-140,227,-10,29,-1,183627,177049,KEN
101478,3_dose,full_coverage,3238,-113,214,-8,28,-1,145147,138523,KEN
101478,4_dose,full_coverage,4052,-67,270,-4,35,-1,183627,177049,KEN
101479,3_dose,reduced_coverage,13809,3766,521,142,67,18,93083,88770,KEN
101479,4_dose,reduced_coverage_lower,16085,4504,608,176,78,23,117807,113313,KEN
101479,4_dose,reduced_coverage,16371,4695,636,186,82,24,117807,113313,KEN
101479,4_dose,reduced_coverage_upper,17503,5031,657,197,85,25,117807,113313,KEN
101479,3_dose,full_coverage,16368,4488,621,177,80,23,93083,88770,KEN
101479,4_dose,full_coverage,21702,6116,789,247,102,32,117807,113313,KEN
101480,3_dose,reduced_coverage,543,-28,38,-2,5,-0,28671,27460,KEN
101480,4_dose,reduced_coverage_lower,635,-32,43,-2,6,-0,36274,35107,KEN
101480,4_dose,reduced_coverage,635,-29,46,-2,6,-0,36274,35107,KEN
101480,4_dose,reduced_coverage_upper,670,-26,48,-2,6,-0,36274,35107,KEN
101480,3_dose,full_coverage,630,-32,44,-2,6,-0,28671,27460,KEN
101480,4_dose,full_coverage,815,-27,60,-2,8,-0,36274,35107,KEN
101481,3_dose,reduced_coverage,355,-7,22,-1,3,-0,12993,12422,KEN
101481,4_dose,reduced_coverage_lower,426,-6,27,-0,3,-0,16426,15825,KEN
101481,4_dose,reduced_coverage,440,-6,28,-0,4,-0,16426,15825,KEN
101481,4_dose,reduced_coverage_upper,474,-4,29,-0,4,-0,16426,15825,KEN
101481,3_dose,full_coverage,424,-7,27,-1,4,-0,12993,12422,KEN
101481,4_dose,full_coverage,563,-5,35,-0,5,-0,16426,15825,KEN
101482,3_dose,reduced_coverage,2904,-157,215,-16,28,-2,161593,154544,KEN
101482,4_dose,reduced_coverage_lower,3458,-179,248,-14,32,-2,204351,197409,KEN
101482,4_dose,reduced_coverage,3538,-83,245,-7,32,-1,204351,197409,KEN
101482,4_dose,reduced_coverage_upper,3579,-139,254,-11,33,-1,204351,197409,KEN
101482,3_dose,full_coverage,3085,-126,247,-8,32,-1,161593,154544,KEN
101482,4_dose,full_coverage,4149,-81,293,-5,38,-1,204351,197409,KEN
101483,3_dose,reduced_coverage,2065,-123,144,-10,19,-1,136977,131108,KEN
101483,4_dose,reduced_coverage_lower,2421,-130,171,-9,22,-1,173109,167135,KEN
101483,4_dose,reduced_coverage,2615,-91,176,-8,23,-1,173109,167135,KEN
101483,4_dose,reduced_coverage_upper,2841,-117,192,-10,25,-1,173109,167135,KEN
101483,3_dose,full_coverage,2405,-163,171,-15,22,-2,136977,131108,KEN
101483,4_dose,full_coverage,3150,-97,221,-9,28,-1,173109,167135,KEN
101484,3_dose,reduced_coverage,1057,-40,74,-3,10,-0,45123,43277,KEN
101484,4_dose,reduced_coverage_lower,1200,-51,82,-4,11,-1,57344,55179,KEN
101484,4_dose,reduced_coverage,1300,-59,85,-4,11,-1,57344,55179,KEN
101484,4_dose,reduced_coverage_upper,1328,-35,91,-3,12,-0,57344,55179,KEN
101484,3_dose,full_coverage,1232,-49,86,-4,11,-1,45123,43277,KEN
101484,4_dose,full_coverage,1572,-24,111,-2,14,-0,57344,55179,KEN
101485,3_dose,reduced_coverage,706,-27,47,-3,6,-0,31952,30572,KEN
101485,4_dose,reduced_coverage_lower,789,-24,54,-2,7,-0,40413,38948,KEN
101485,4_dose,reduced_coverage,806,-17,58,-1,8,-0,40413,38948,KEN
101485,4_dose,reduced_coverage_upper,837,-22,63,-2,8,-0,40413,38948,KEN
101485,3_dose,full_coverage,767,-29,57,-3,7,-0,31952,30572,KEN
101485,4_dose,full_coverage,1032,-23,75,-2,10,-0,40413,38948,KEN
101486,3_dose,reduced_coverage,5056,-134,345,-13,45,-2,179295,171560,KEN
101486,4_dose,reduced_coverage_lower,5958,-40,411,-5,53,-1,227968,219740,KEN
101486,4_dose,reduced_coverage,6033,-57,429,-8,55,-1,227968,219740,KEN
101486,4_dose,reduced_coverage_upper,6140,-60,444,-7,57,-1,227968,219740,KEN
101486,3_dose,full_coverage,5981,-50,410,-5,53,-1,179295,171560,KEN
101486,4_dose,full_coverage,7592,35,513,3,66,0,227968,219740,KEN
101487,3_dose,reduced_coverage,10615,1295,518,84,67,11,126594,120867,KEN
101487,4_dose,reduced_coverage_lower,12234,1555,600,108,77,14,159913,154351,KEN
101487,4_dose,reduced_coverage,12940,1810,628,114,81,15,159913,154351,KEN
101487,4_dose,reduced_coverage_upper,13843,1843,664,125,86,16,159913,154351,KEN
101487,3_dose,full_coverage,12687,1624,614,119,79,15,126594,120867,KEN
101487,4_dose,full_coverage,16820,2343,788,165,102,21,159913,154351,KEN
101488,3_dose,reduced_coverage,6695,93,379,8,49,1,124901,119400,KEN
101488,4_dose,reduced_coverage_lower,7729,409,447,35,58,4,157801,152435,KEN
101488,4_dose,reduced_coverage,8562,422,475,38,61,5,157801,152435,KEN
101488,4_dose,reduced_coverage_upper,8783,418,487,37,63,5,157801,152435,KEN
101488,3_dose,full_coverage,8031,410,451,33,58,4,124901,119400,KEN
101488,4_dose,full_coverage,10478,663,597,50,77,6,157801,152435,KEN
101489,3_dose,reduced_coverage,2495,-197,175,-16,23,-2,142954,137334,KEN
101489,4_dose,reduced_coverage_lower,2738,-119,215,-11,28,-1,181576,175391,KEN
101489,4_dose,reduced_coverage,3028,-172,228,-13,29,-2,181576,175391,KEN
101489,4_dose,reduced_coverage_upper,3255,-211,227,-15,29,-2,181576,175391,KEN
101489,3_dose,full_coverage,2945,-271,213,-20,28,-3,142954,137334,KEN
101489,4_dose,full_coverage,3856,-148,280,-11,36,-1,181576,175391,KEN
101490,3_dose,reduced_coverage,51,-4,4,-0,0,-0,3363,3225,KEN
101490,4_dose,reduced_coverage_lower,60,-2,5,-0,1,-0,4264,4119,KEN
101490,4_dose,reduced_coverage,61,-3,5,-0,1,-0,4264,4119,KEN
101490,4_dose,reduced_coverage_upper,63,-3,5,-0,1,-0,4264,4119,KEN
101490,3_dose,full_coverage,62,-2,4,-0,1,-0,3363,3225,KEN
101490,4_dose,full_coverage,76,-2,6,-0,1,-0,4264,4119,KEN
101491,3_dose,reduced_coverage,1389,-123,112,-12,14,-2,135035,129215,KEN
101491,4_dose,reduced_coverage_lower,1514,-114,123,-9,16,-1,170975,165269,KEN
101491,4_dose,reduced_coverage,1679,-111,135,-9,17,-1,170975,165269,KEN
101491,4_dose,reduced_coverage_upper,1720,-102,141,-9,18,-1,170975,165269,KEN
101491,3_dose,full_coverage,1539,-72,124,-5,16,-1,135035,129215,KEN
101491,4_dose,full_coverage,1943,-80,162,-6,21,-1,170975,165269,KEN
101492,3_dose,reduced_coverage,2985,-84,196,-6,25,-1,100501,96113,KEN
101492,4_dose,reduced_coverage_lower,3583,-52,234,-2,30,-0,127432,122925,KEN
101492,4_dose,reduced_coverage,3586,-48,242,-1,31,-0,127432,122925,KEN
101492,4_dose,reduced_coverage_upper,3854,-67,266,-2,34,-0,127432,122925,KEN
101492,3_dose,full_coverage,3553,-48,235,-3,30,-0,100501,96113,KEN
101492,4_dose,full_coverage,4596,-35,301,-2,39,-0,127432,122925,KEN
101493,3_dose,reduced_coverage,871,-89,68,-7,9,-1,70875,68045,KEN
101493,4_dose,reduced_coverage_lower,968,-58,74,-5,10,-1,89682,86739,KEN
101493,4_dose,reduced_coverage,1084,-61,74,-5,10,-1,89682,86739,KEN
101493,4_dose,reduced_coverage_upper,1090,-53,81,-4,10,-1,89682,86739,KEN
101493,3_dose,full_coverage,1097,-55,74,-5,10,-1,70875,68045,KEN
101493,4_dose,full_coverage,1278,-48,96,-4,12,-0,89682,86739,KEN
101494,3_dose,reduced_coverage,2010,-69,135,-5,17,-1,83429,79872,KEN
101494,4_dose,reduced_coverage_lower,2347,-49,160,-4,21,-0,105777,101755,KEN
101494,4_dose,reduced_coverage,2482,-53,171,-4,22,-0,105777,101755,KEN
101494,4_dose,reduced_coverage_upper,2436,-50,172,-5,22,-1,105777,101755,KEN
101494,3_dose,full_coverage,2290,-43,155,-4,20,-1,83429,79872,KEN
101494,4_dose,full_coverage,2985,-27,203,-2,26,-0,105777,101755,KEN
101495,3_dose,reduced_coverage,14,-2,1,-0,0,-0,1414,1353,KEN
101495,4_dose,reduced_coverage_lower,17,-1,1,-0,0,-0,1791,1726,KEN
101495,4_dose,reduced_coverage,17,-1,1,-0,0,-0,1791,1726,KEN
101495,4_dose,reduced_coverage_upper,19,-1,1,-0,0,-0,1791,1726,KEN
101495,3_dose,full_coverage,18,-1,1,-0,0,-0,1414,1353,KEN
101495,4_dose,full_coverage,22,-1,2,-0,0,-0,1791,1726,KEN
101496,3_dose,reduced_coverage,1327,-57,110,-5,14,-1,75314,72010,KEN
101496,4_dose,reduced_coverage_lower,1501,-76,122,-6,16,-1,95366,92031,KEN
101496,4_dose,reduced_coverage,1594,-104,124,-7,16,-1,95366,92031,KEN
101496,4_dose,reduced_coverage_upper,1745,-55,134,-5,17,-1,95366,92031,KEN
101496,3_dose,full_coverage,1526,-67,120,-5,15,-1,75314,72010,KEN
101496,4_dose,full_coverage,1985,-47,154,-4,20,-1,95366,92031,KEN
101497,3_dose,reduced_coverage,518,-19,35,-1,5,-0,18787,18002,KEN
101497,4_dose,reduced_coverage_lower,597,-6,41,-0,5,-0,23762,22978,KEN
101497,4_dose,reduced_coverage,632,-6,42,-0,5,-0,23762,22978,KEN
101497,4_dose,reduced_coverage_upper,677,-13,45,-1,6,-0,23762,22978,KEN
101497,3_dose,full_coverage,613,-6,42,-0,5,-0,18787,18002,KEN
101497,4_dose,full_coverage,807,-5,53,-0,7,-0,23762,22978,KEN
101498,3_dose,reduced_coverage,34184,13582,951,306,123,39,131588,125655,KEN
101498,4_dose,reduced_coverage_lower,39692,16598,1106,375,143,48,166682,160200,KEN
101498,4_dose,reduced_coverage,42928,16899,1165,381,150,49,166682,160200,KEN
101498,4_dose,reduced_coverage_upper,44803,18561,1198,404,155,52,166682,160200,KEN
101498,3_dose,full_coverage,41032,16376,1149,385,148,50,131588,125655,KEN
101498,4_dose,full_coverage,54382,21995,1441,504,186,65,166682,160200,KEN
101499,3_dose,reduced_coverage,1333,-23,93,-2,12,-0,44288,42304,KEN
101499,4_dose,reduced_coverage_lower,1544,-17,102,-1,13,-0,56034,53951,KEN
101499,4_dose,reduced_coverage,1564,-17,108,-1,14,-0,56034,53951,KEN
101499,4_dose,reduced_coverage_upper,1689,7,111,1,14,0,56034,53951,KEN
101499,3_dose,full_coverage,1572,-8,105,-0,14,-0,44288,42304,KEN
101499,4_dose,full_coverage,2032,13,137,1,18,0,56034,53951,KEN
101500,3_dose,reduced_coverage,991,-38,66,-3,8,-0,34732,33246,KEN
101500,4_dose,reduced_coverage_lower,1191,-21,78,-1,10,-0,43942,42412,KEN
101500,4_dose,reduced_coverage,1231,-15,82,-1,11,-0,43942,42412,KEN
101500,4_dose,reduced_coverage_upper,1309,-15,85,-1,11,-0,43942,42412,KEN
101500,3_dose,full_coverage,1142,-10,79,-0,10,-0,34732,33246,KEN
101500,4_dose,full_coverage,1535,-10,102,-0,13,-0,43942,42412,KEN
101501,3_dose,reduced_coverage,1053,-43,75,-3,10,-0,52380,50267,KEN
101501,4_dose,reduced_coverage_lower,1249,-41,88,-3,11,-0,66433,64255,KEN
101501,4_dose,reduced_coverage,1242,-61,84,-4,11,-0,66433,64255,KEN
101501,4_dose,reduced_coverage_upper,1300,-40,93,-3,12,-0,66433,64255,KEN
101501,3_dose,full_coverage,1234,-42,86,-3,11,-0,52380,50267,KEN
101501,4_dose,full_coverage,1673,-24,113,-2,15,-0,66433,64255,KEN
101502,3_dose,reduced_coverage,3176,-109,219,-8,28,-1,101108,96509,KEN
101502,4_dose,reduced_coverage_lower,3816,-89,247,-6,32,-1,127749,123662,KEN
101502,4_dose,reduced_coverage,3910,-91,261,-6,34,-1,127749,123662,KEN
101502,4_dose,reduced_coverage_upper,4147,-56,278,-2,36,-0,127749,123662,KEN
101502,3_dose,full_coverage,3797,-35,250,-3,32,-0,101108,96509,KEN
101502,4_dose,full_coverage,4872,14,327,2,42,0,127749,123662,KEN
101503,3_dose,reduced_coverage,7192,1178,335,67,43,9,76361,73116,KEN
101503,4_dose,reduced_coverage_lower,8534,1465,386,85,50,11,96676,93312,KEN
101503,4_dose,reduced_coverage,8757,1464,416,89,54,12,96676,93312,KEN
101503,4_dose,reduced_coverage_upper,9483,1594,439,98,57,13,96676,93312,KEN
101503,3_dose,full_coverage,8503,1389,396,84,51,11,76361,73116,KEN
101503,4_dose,full_coverage,11442,1887,518,117,67,15,96676,93312,KEN
101504,3_dose,reduced_coverage,1646,-67,123,-5,16,-1,89494,85760,KEN
101504,4_dose,reduced_coverage_lower,1812,-68,136,-6,17,-1,113454,109495,KEN
101504,4_dose,reduced_coverage,1903,-74,145,-6,19,-1,113454,109495,KEN
101504,4_dose,reduced_coverage_upper,2066,-67,152,-6,20,-1,113454,109495,KEN
101504,3_dose,full_coverage,1916,-60,142,-5,18,-1,89494,85760,KEN
101504,4_dose,full_coverage,2446,-43,188,-4,24,-0,113454,109495,KEN
101505,3_dose,reduced_coverage,13272,3479,493,140,64,18,87004,83155,KEN
