DIDE_CODE,vaccine_type,vaccine_scenario,clin_cases_averted,sev_cases_averted,deaths_averted,num_vacc_doses,ISO
100983,4_dose,reduced_coverage_lower,86607,1561,201,255820,GHA
100983,4_dose,reduced_coverage,89053,1585,204,255820,GHA
100983,4_dose,reduced_coverage_upper,91692,1661,214,255820,GHA
100983,3_dose,full_coverage,73998,1446,187,212102,GHA
100983,4_dose,full_coverage,95113,1791,231,255820,GHA
100984,3_dose,reduced_coverage,79460,1596,206,224210,GHA
100984,4_dose,reduced_coverage_lower,88905,1758,227,273144,GHA
100984,4_dose,reduced_coverage,93319,1852,239,273144,GHA
100984,4_dose,reduced_coverage_upper,96345,1850,239,273144,GHA
100984,3_dose,full_coverage,75738,1557,201,224210,GHA
100984,4_dose,full_coverage,92471,1850,239,273144,GHA
100985,3_dose,reduced_coverage,5597,255,33,135933,GIN
100985,4_dose,reduced_coverage_lower,5357,241,31,167799,GIN
100985,4_dose,reduced_coverage,5494,262,34,167799,GIN
100985,4_dose,reduced_coverage_upper,6604,300,39,167799,GIN
100985,3_dose,full_coverage,12861,602,78,135933,GIN
100985,4_dose,full_coverage,14663,665,86,167799,GIN
100986,3_dose,reduced_coverage,4511,269,35,183413,GIN
100986,4_dose,reduced_coverage_lower,5336,312,40,223743,GIN
100986,4_dose,reduced_coverage,5068,290,37,223743,GIN
100986,4_dose,reduced_coverage_upper,5757,347,45,223743,GIN
100986,3_dose,full_coverage,9785,575,74,183413,GIN
100986,4_dose,full_coverage,11612,675,87,223743,GIN
100987,3_dose,reduced_coverage,13646,209,27,106418,GIN
100987,4_dose,reduced_coverage_lower,16236,234,30,129770,GIN
100987,4_dose,reduced_coverage,16088,245,32,129770,GIN
100987,4_dose,reduced_coverage_upper,15918,244,31,129770,GIN
100987,3_dose,full_coverage,30927,612,79,106418,GIN
100987,4_dose,full_coverage,37402,699,90,129770,GIN
100988,3_dose,reduced_coverage,19200,500,64,196396,GIN
100988,4_dose,reduced_coverage_lower,21148,579,75,238703,GIN
100988,4_dose,reduced_coverage,21389,575,74,238703,GIN
100988,4_dose,reduced_coverage_upper,24016,632,82,238703,GIN
100988,3_dose,full_coverage,43088,1187,153,196396,GIN
100988,4_dose,full_coverage,51544,1407,181,238703,GIN
100989,3_dose,reduced_coverage,28960,700,90,215986,GIN
100989,4_dose,reduced_coverage_lower,33453,723,93,262399,GIN
100989,4_dose,reduced_coverage,35580,873,113,262399,GIN
100989,4_dose,reduced_coverage_upper,35924,820,106,262399,GIN
100989,3_dose,full_coverage,70179,1475,190,215986,GIN
100989,4_dose,full_coverage,85248,1742,225,262399,GIN
100990,3_dose,reduced_coverage,3290,160,21,125990,GIN
100990,4_dose,reduced_coverage_lower,3745,186,24,151052,GIN
100990,4_dose,reduced_coverage,4089,206,27,151052,GIN
100990,4_dose,reduced_coverage_upper,4021,203,26,151052,GIN
100990,3_dose,full_coverage,7007,384,49,125990,GIN
100990,4_dose,full_coverage,8874,456,59,151052,GIN
100991,3_dose,reduced_coverage,12681,303,39,108726,GIN
100991,4_dose,reduced_coverage_lower,13936,335,43,130883,GIN
100991,4_dose,reduced_coverage,14236,349,45,130883,GIN
100991,4_dose,reduced_coverage_upper,14889,385,50,130883,GIN
100991,3_dose,full_coverage,26875,675,87,108726,GIN
100991,4_dose,full_coverage,32714,815,105,130883,GIN
100992,3_dose,reduced_coverage,55447,828,107,304024,GIN
100992,4_dose,reduced_coverage_lower,63611,927,120,367167,GIN
100992,4_dose,reduced_coverage,63466,918,118,367167,GIN
100992,4_dose,reduced_coverage_upper,76637,1242,160,367167,GIN
100992,3_dose,full_coverage,126327,2018,260,304024,GIN
100992,4_dose,full_coverage,153600,2386,308,367167,GIN
101013,3_dose,reduced_coverage,164,8,1,10907,GNQ
101013,4_dose,reduced_coverage_lower,142,4,1,13048,GNQ
101013,4_dose,reduced_coverage,161,8,1,13048,GNQ
101013,4_dose,reduced_coverage_upper,144,8,1,13048,GNQ
101013,3_dose,full_coverage,793,36,5,10907,GNQ
101013,4_dose,full_coverage,1031,48,6,13048,GNQ
101014,3_dose,reduced_coverage,555,24,3,14280,GNQ
101014,4_dose,reduced_coverage_lower,622,24,3,17439,GNQ
101014,4_dose,reduced_coverage,602,27,3,17439,GNQ
101014,4_dose,reduced_coverage_upper,624,27,3,17439,GNQ
101014,3_dose,full_coverage,1698,72,9,14280,GNQ
101014,4_dose,full_coverage,2034,82,11,17439,GNQ
101015,3_dose,reduced_coverage,409,21,3,23151,GNQ
101015,4_dose,reduced_coverage_lower,439,26,3,28231,GNQ
101015,4_dose,reduced_coverage,305,18,2,28231,GNQ
101015,4_dose,reduced_coverage_upper,443,25,3,28231,GNQ
101015,3_dose,full_coverage,1597,79,10,23151,GNQ
101015,4_dose,full_coverage,2152,106,14,28231,GNQ
101016,3_dose,reduced_coverage,258,15,2,13260,GNQ
101016,4_dose,reduced_coverage_lower,254,14,2,16066,GNQ
101016,4_dose,reduced_coverage,311,16,2,16066,GNQ
101016,4_dose,reduced_coverage_upper,158,12,1,16066,GNQ
101016,3_dose,full_coverage,933,48,6,13260,GNQ
101016,4_dose,full_coverage,1102,56,7,16066,GNQ
101461,3_dose,reduced_coverage,8,2,0,58456,KEN
101461,4_dose,reduced_coverage_lower,7,2,0,70867,KEN
101461,4_dose,reduced_coverage,29,3,0,70867,KEN
101461,4_dose,reduced_coverage_upper,60,6,1,70867,KEN
101461,3_dose,full_coverage,-42,-2,-0,58456,KEN
101461,4_dose,full_coverage,58,7,1,70867,KEN
101462,3_dose,reduced_coverage,-11,-1,-0,92459,KEN
101462,4_dose,reduced_coverage_lower,-25,-2,-0,112410,KEN
101462,4_dose,reduced_coverage,-31,-3,-0,112410,KEN
101462,4_dose,reduced_coverage_upper,-11,-1,-0,112410,KEN
101462,3_dose,full_coverage,18,2,0,92459,KEN
101462,4_dose,full_coverage,35,3,0,112410,KEN
101463,3_dose,reduced_coverage,5254,350,45,192952,KEN
101463,4_dose,reduced_coverage_lower,5517,363,47,233991,KEN
101463,4_dose,reduced_coverage,6982,421,54,233991,KEN
101463,4_dose,reduced_coverage_upper,5865,392,51,233991,KEN
101463,3_dose,full_coverage,6138,392,51,192952,KEN
101463,4_dose,full_coverage,7727,489,63,233991,KEN
101464,3_dose,reduced_coverage,12142,402,52,86881,KEN
101464,4_dose,reduced_coverage_lower,13991,467,60,106261,KEN
101464,4_dose,reduced_coverage,14820,498,64,106261,KEN
101464,4_dose,reduced_coverage_upper,14927,496,64,106261,KEN
101464,3_dose,full_coverage,14641,503,65,86881,KEN
101464,4_dose,full_coverage,17911,619,80,106261,KEN
101465,3_dose,reduced_coverage,47,4,1,20872,KEN
101465,4_dose,reduced_coverage_lower,53,5,1,25324,KEN
101465,4_dose,reduced_coverage,53,5,1,25324,KEN
101465,4_dose,reduced_coverage_upper,53,5,1,25324,KEN
101465,3_dose,full_coverage,59,5,1,20872,KEN
101465,4_dose,full_coverage,75,7,1,25324,KEN
101466,3_dose,reduced_coverage,158,13,2,74251,KEN
101466,4_dose,reduced_coverage_lower,127,11,1,89403,KEN
101466,4_dose,reduced_coverage,167,14,2,89403,KEN
101466,4_dose,reduced_coverage_upper,168,14,2,89403,KEN
101466,3_dose,full_coverage,198,17,2,74251,KEN
101466,4_dose,full_coverage,277,23,3,89403,KEN
101467,3_dose,reduced_coverage,160,14,2,62914,KEN
101467,4_dose,reduced_coverage_lower,267,22,3,76648,KEN
101467,4_dose,reduced_coverage,262,22,3,76648,KEN
101467,4_dose,reduced_coverage_upper,254,22,3,76648,KEN
101467,3_dose,full_coverage,151,13,2,62914,KEN
101467,4_dose,full_coverage,228,19,2,76648,KEN
101468,3_dose,reduced_coverage,3621,234,30,125090,KEN
101468,4_dose,reduced_coverage_lower,4251,277,36,153625,KEN
101468,4_dose,reduced_coverage,4827,303,39,153625,KEN
101468,4_dose,reduced_coverage_upper,4793,307,40,153625,KEN
101468,3_dose,full_coverage,5350,325,42,125090,KEN
101468,4_dose,full_coverage,6325,378,49,153625,KEN
101469,3_dose,reduced_coverage,38,3,0,16663,KEN
101469,4_dose,reduced_coverage_lower,68,6,1,20338,KEN
101469,4_dose,reduced_coverage,67,6,1,20338,KEN
101469,4_dose,reduced_coverage_upper,70,6,1,20338,KEN
101469,3_dose,full_coverage,44,4,0,16663,KEN
101469,4_dose,full_coverage,70,6,1,20338,KEN
101470,3_dose,reduced_coverage,73,6,1,55084,KEN
101470,4_dose,reduced_coverage_lower,45,4,1,67204,KEN
101470,4_dose,reduced_coverage,48,4,1,67204,KEN
101470,4_dose,reduced_coverage_upper,144,12,2,67204,KEN
101470,3_dose,full_coverage,146,13,2,55084,KEN
101470,4_dose,full_coverage,192,16,2,67204,KEN
101471,3_dose,reduced_coverage,7231,437,56,192309,KEN
101471,4_dose,reduced_coverage_lower,7284,435,56,231896,KEN
101471,4_dose,reduced_coverage,8376,506,65,231896,KEN
101471,4_dose,reduced_coverage_upper,8545,491,63,231896,KEN
101471,3_dose,full_coverage,7732,456,59,192309,KEN
101471,4_dose,full_coverage,10132,593,77,231896,KEN
101472,3_dose,reduced_coverage,-46,-4,-1,89985,KEN
101472,4_dose,reduced_coverage_lower,-68,-6,-1,109173,KEN
101472,4_dose,reduced_coverage,-7,-0,-0,109173,KEN
101472,4_dose,reduced_coverage_upper,-44,-4,-0,109173,KEN
101472,3_dose,full_coverage,30,3,0,89985,KEN
101472,4_dose,full_coverage,35,3,0,109173,KEN
101473,3_dose,reduced_coverage,98,9,1,96660,KEN
101473,4_dose,reduced_coverage_lower,149,14,2,118007,KEN
101473,4_dose,reduced_coverage,117,11,1,118007,KEN
101473,4_dose,reduced_coverage_upper,205,18,2,118007,KEN
101473,3_dose,full_coverage,389,33,4,96660,KEN
101473,4_dose,full_coverage,485,41,5,118007,KEN
101474,3_dose,reduced_coverage,3266,217,28,133714,KEN
101474,4_dose,reduced_coverage_lower,3424,228,29,163802,KEN
101474,4_dose,reduced_coverage,3165,211,27,163802,KEN
101474,4_dose,reduced_coverage_upper,3996,265,34,163802,KEN
101474,3_dose,full_coverage,3318,232,30,133714,KEN
101474,4_dose,full_coverage,4143,289,37,163802,KEN
101475,3_dose,reduced_coverage,298,25,3,76797,KEN
101475,4_dose,reduced_coverage_lower,307,26,3,93371,KEN
101475,4_dose,reduced_coverage,337,29,4,93371,KEN
101475,4_dose,reduced_coverage_upper,270,23,3,93371,KEN
101475,3_dose,full_coverage,315,27,3,76797,KEN
101475,4_dose,full_coverage,309,26,3,93371,KEN
101476,3_dose,reduced_coverage,612,50,6,158150,KEN
101476,4_dose,reduced_coverage_lower,502,39,5,193291,KEN
101476,4_dose,reduced_coverage,647,51,7,193291,KEN
101476,4_dose,reduced_coverage_upper,665,56,7,193291,KEN
101476,3_dose,full_coverage,387,31,4,158150,KEN
101476,4_dose,full_coverage,587,49,6,193291,KEN
101477,3_dose,reduced_coverage,3861,257,33,142331,KEN
101477,4_dose,reduced_coverage_lower,4647,291,38,173639,KEN
101477,4_dose,reduced_coverage,4863,312,40,173639,KEN
101477,4_dose,reduced_coverage_upper,5232,327,42,173639,KEN
101477,3_dose,full_coverage,4882,322,42,142331,KEN
101477,4_dose,full_coverage,6564,414,53,173639,KEN
101478,3_dose,reduced_coverage,130,12,2,136685,KEN
101478,4_dose,reduced_coverage_lower,195,17,2,166207,KEN
101478,4_dose,reduced_coverage,222,20,3,166207,KEN
101478,4_dose,reduced_coverage_upper,178,16,2,166207,KEN
101478,3_dose,full_coverage,186,15,2,136685,KEN
101478,4_dose,full_coverage,274,23,3,166207,KEN
101479,3_dose,reduced_coverage,5244,282,36,87583,KEN
101479,4_dose,reduced_coverage_lower,5566,294,38,106383,KEN
101479,4_dose,reduced_coverage,5903,312,40,106383,KEN
101479,4_dose,reduced_coverage_upper,6295,328,42,106383,KEN
101479,3_dose,full_coverage,6086,314,40,87583,KEN
101479,4_dose,full_coverage,7476,397,51,106383,KEN
101480,3_dose,reduced_coverage,54,5,1,26764,KEN
101480,4_dose,reduced_coverage_lower,43,4,0,32645,KEN
101480,4_dose,reduced_coverage,17,1,0,32645,KEN
101480,4_dose,reduced_coverage_upper,43,4,0,32645,KEN
101480,3_dose,full_coverage,58,5,1,26764,KEN
101480,4_dose,full_coverage,-3,-0,-0,32645,KEN
101481,3_dose,reduced_coverage,26,2,0,12246,KEN
101481,4_dose,reduced_coverage_lower,59,5,1,14840,KEN
101481,4_dose,reduced_coverage,44,4,0,14840,KEN
101481,4_dose,reduced_coverage_upper,39,3,0,14840,KEN
101481,3_dose,full_coverage,47,4,1,12246,KEN
101481,4_dose,full_coverage,66,5,1,14840,KEN
101482,3_dose,reduced_coverage,252,22,3,150596,KEN
101482,4_dose,reduced_coverage_lower,213,19,2,183509,KEN
101482,4_dose,reduced_coverage,232,21,3,183509,KEN
101482,4_dose,reduced_coverage_upper,253,22,3,183509,KEN
101482,3_dose,full_coverage,75,8,1,150596,KEN
101482,4_dose,full_coverage,124,12,2,183509,KEN
101483,3_dose,reduced_coverage,73,6,1,128085,KEN
101483,4_dose,reduced_coverage_lower,123,10,1,155317,KEN
101483,4_dose,reduced_coverage,118,10,1,155317,KEN
101483,4_dose,reduced_coverage_upper,140,12,2,155317,KEN
101483,3_dose,full_coverage,83,7,1,128085,KEN
101483,4_dose,full_coverage,33,3,0,155317,KEN
101484,3_dose,reduced_coverage,111,10,1,42529,KEN
101484,4_dose,reduced_coverage_lower,139,12,2,52257,KEN
101484,4_dose,reduced_coverage,114,9,1,52257,KEN
101484,4_dose,reduced_coverage_upper,163,14,2,52257,KEN
101484,3_dose,full_coverage,181,15,2,42529,KEN
101484,4_dose,full_coverage,236,20,3,52257,KEN
101485,3_dose,reduced_coverage,71,6,1,29719,KEN
101485,4_dose,reduced_coverage_lower,65,6,1,36446,KEN
101485,4_dose,reduced_coverage,48,5,1,36446,KEN
101485,4_dose,reduced_coverage_upper,56,5,1,36446,KEN
101485,3_dose,full_coverage,125,11,1,29719,KEN
101485,4_dose,full_coverage,109,9,1,36446,KEN
101486,3_dose,reduced_coverage,689,55,7,169566,KEN
101486,4_dose,reduced_coverage_lower,1086,86,11,204437,KEN
101486,4_dose,reduced_coverage,1194,95,12,204437,KEN
101486,4_dose,reduced_coverage_upper,1145,90,12,204437,KEN
101486,3_dose,full_coverage,1129,93,12,169566,KEN
101486,4_dose,full_coverage,1294,106,14,204437,KEN
101487,3_dose,reduced_coverage,2840,177,23,116964,KEN
101487,4_dose,reduced_coverage_lower,3234,212,27,143122,KEN
101487,4_dose,reduced_coverage,3414,218,28,143122,KEN
101487,4_dose,reduced_coverage_upper,3501,221,28,143122,KEN
101487,3_dose,full_coverage,3084,210,27,116964,KEN
101487,4_dose,full_coverage,3876,256,33,143122,KEN
101488,3_dose,reduced_coverage,1539,113,15,116672,KEN
101488,4_dose,reduced_coverage_lower,1678,122,16,142224,KEN
101488,4_dose,reduced_coverage,1442,107,14,142224,KEN
101488,4_dose,reduced_coverage_upper,1766,128,17,142224,KEN
101488,3_dose,full_coverage,1636,121,16,116672,KEN
101488,4_dose,full_coverage,1925,145,19,142224,KEN
101489,3_dose,reduced_coverage,-32,-1,-0,134102,KEN
101489,4_dose,reduced_coverage_lower,122,11,1,163932,KEN
101489,4_dose,reduced_coverage,114,10,1,163932,KEN
101489,4_dose,reduced_coverage_upper,-61,-4,-1,163932,KEN
101489,3_dose,full_coverage,131,11,1,134102,KEN
101489,4_dose,full_coverage,347,30,4,163932,KEN
101490,3_dose,reduced_coverage,3,0,0,3160,KEN
101490,4_dose,reduced_coverage_lower,2,0,0,3848,KEN
101490,4_dose,reduced_coverage,2,0,0,3848,KEN
101490,4_dose,reduced_coverage_upper,4,0,0,3848,KEN
101490,3_dose,full_coverage,4,0,0,3160,KEN
101490,4_dose,full_coverage,3,0,0,3848,KEN
101491,3_dose,reduced_coverage,109,10,1,126601,KEN
101491,4_dose,reduced_coverage_lower,107,10,1,154510,KEN
101491,4_dose,reduced_coverage,104,9,1,154510,KEN
101491,4_dose,reduced_coverage_upper,131,12,1,154510,KEN
101491,3_dose,full_coverage,179,16,2,126601,KEN
101491,4_dose,full_coverage,152,13,2,154510,KEN
101492,3_dose,reduced_coverage,407,34,4,94616,KEN
101492,4_dose,reduced_coverage_lower,524,44,6,114710,KEN
101492,4_dose,reduced_coverage,407,34,4,114710,KEN
101492,4_dose,reduced_coverage_upper,554,46,6,114710,KEN
101492,3_dose,full_coverage,521,41,5,94616,KEN
101492,4_dose,full_coverage,646,53,7,114710,KEN
101493,3_dose,reduced_coverage,-49,-4,-1,66423,KEN
101493,4_dose,reduced_coverage_lower,-45,-4,-0,80516,KEN
101493,4_dose,reduced_coverage,-59,-5,-1,80516,KEN
101493,4_dose,reduced_coverage_upper,-16,-1,-0,80516,KEN
101493,3_dose,full_coverage,52,5,1,66423,KEN
101493,4_dose,full_coverage,59,5,1,80516,KEN
101494,3_dose,reduced_coverage,66,5,1,78801,KEN
101494,4_dose,reduced_coverage_lower,-37,-3,-0,95376,KEN
101494,4_dose,reduced_coverage,-52,-4,-1,95376,KEN
101494,4_dose,reduced_coverage_upper,97,8,1,95376,KEN
101494,3_dose,full_coverage,-54,-3,-0,78801,KEN
101494,4_dose,full_coverage,48,6,1,95376,KEN
101495,3_dose,reduced_coverage,0,0,0,1327,KEN
101495,4_dose,reduced_coverage_lower,0,0,0,1616,KEN
101495,4_dose,reduced_coverage,0,0,0,1616,KEN
101495,4_dose,reduced_coverage_upper,0,0,0,1616,KEN
101495,3_dose,full_coverage,-0,0,0,1327,KEN
101495,4_dose,full_coverage,0,0,0,1616,KEN
101496,3_dose,reduced_coverage,149,14,2,71232,KEN
101496,4_dose,reduced_coverage_lower,134,12,2,86754,KEN
101496,4_dose,reduced_coverage,158,14,2,86754,KEN
101496,4_dose,reduced_coverage_upper,183,17,2,86754,KEN
101496,3_dose,full_coverage,210,19,2,71232,KEN
101496,4_dose,full_coverage,203,18,2,86754,KEN
101497,3_dose,reduced_coverage,94,7,1,17612,KEN
101497,4_dose,reduced_coverage_lower,102,8,1,21514,KEN
101497,4_dose,reduced_coverage,111,9,1,21514,KEN
101497,4_dose,reduced_coverage_upper,102,8,1,21514,KEN
101497,3_dose,full_coverage,82,7,1,17612,KEN
101497,4_dose,full_coverage,109,9,1,21514,KEN
101498,3_dose,reduced_coverage,14245,538,69,122747,KEN
101498,4_dose,reduced_coverage_lower,14677,578,75,149920,KEN
101498,4_dose,reduced_coverage,15738,617,80,149920,KEN
101498,4_dose,reduced_coverage_upper,18353,680,88,149920,KEN
101498,3_dose,full_coverage,16862,659,85,122747,KEN
101498,4_dose,full_coverage,22118,819,106,149920,KEN
101499,3_dose,reduced_coverage,151,13,2,41283,KEN
101499,4_dose,reduced_coverage_lower,243,21,3,50257,KEN
101499,4_dose,reduced_coverage,261,23,3,50257,KEN
101499,4_dose,reduced_coverage_upper,232,20,3,50257,KEN
101499,3_dose,full_coverage,362,31,4,41283,KEN
101499,4_dose,full_coverage,413,34,4,50257,KEN
101500,3_dose,reduced_coverage,173,15,2,33029,KEN
101500,4_dose,reduced_coverage_lower,165,14,2,39938,KEN
101500,4_dose,reduced_coverage,217,18,2,39938,KEN
101500,4_dose,reduced_coverage_upper,188,16,2,39938,KEN
101500,3_dose,full_coverage,180,15,2,33029,KEN
101500,4_dose,full_coverage,214,18,2,39938,KEN
101501,3_dose,reduced_coverage,125,11,1,49218,KEN
101501,4_dose,reduced_coverage_lower,150,13,2,59668,KEN
101501,4_dose,reduced_coverage,151,13,2,59668,KEN
101501,4_dose,reduced_coverage_upper,174,15,2,59668,KEN
101501,3_dose,full_coverage,102,9,1,49218,KEN
101501,4_dose,full_coverage,129,11,1,59668,KEN
101502,3_dose,reduced_coverage,381,31,4,94070,KEN
101502,4_dose,reduced_coverage_lower,444,37,5,114837,KEN
101502,4_dose,reduced_coverage,418,35,4,114837,KEN
101502,4_dose,reduced_coverage_upper,315,27,4,114837,KEN
101502,3_dose,full_coverage,587,49,6,94070,KEN
101502,4_dose,full_coverage,720,59,8,114837,KEN
101503,3_dose,reduced_coverage,1881,120,16,71790,KEN
101503,4_dose,reduced_coverage_lower,2173,139,18,87158,KEN
101503,4_dose,reduced_coverage,2249,140,18,87158,KEN
101503,4_dose,reduced_coverage_upper,2389,147,19,87158,KEN
101503,3_dose,full_coverage,2189,143,18,71790,KEN
101503,4_dose,full_coverage,2793,178,23,87158,KEN
101504,3_dose,reduced_coverage,158,14,2,84391,KEN
101504,4_dose,reduced_coverage_lower,177,15,2,102083,KEN
101504,4_dose,reduced_coverage,157,14,2,102083,KEN
101504,4_dose,reduced_coverage_upper,160,14,2,102083,KEN
101504,3_dose,full_coverage,99,8,1,84391,KEN
101504,4_dose,full_coverage,169,15,2,102083,KEN
101505,3_dose,reduced_coverage,4162,213,27,81785,KEN
101505,4_dose,reduced_coverage_lower,5153,256,33,97991,KEN
101505,4_dose,reduced_coverage,5632,282,36,97991,KEN
101505,4_dose,reduced_coverage_upper,5780,290,37,97991,KEN
101505,3_dose,full_coverage,5778,304,39,81785,KEN
101505,4_dose,full_coverage,6809,353,45,97991,KEN
101506,3_dose,reduced_coverage,52,5,1,52091,KEN
101506,4_dose,reduced_coverage_lower,120,11,1,63571,KEN
101506,4_dose,reduced_coverage,117,11,1,63571,KEN
101506,4_dose,reduced_coverage_upper,105,10,1,63571,KEN
101506,3_dose,full_coverage,74,7,1,52091,KEN
101506,4_dose,full_coverage,60,6,1,63571,KEN
101507,3_dose,reduced_coverage,1347,86,11,45809,KEN
101507,4_dose,reduced_coverage_lower,1307,85,11,54929,KEN
101507,4_dose,reduced_coverage,1409,94,12,54929,KEN
101507,4_dose,reduced_coverage_upper,1366,89,11,54929,KEN
101507,3_dose,full_coverage,1369,93,12,45809,KEN
101507,4_dose,full_coverage,1769,115,15,54929,KEN
101605,3_dose,reduced_coverage,1439,61,8,16167,LBR
101605,4_dose,reduced_coverage_lower,1598,67,9,19694,LBR
101605,4_dose,reduced_coverage,1707,74,10,19694,LBR
101605,4_dose,reduced_coverage_upper,1728,73,9,19694,LBR
101605,3_dose,full_coverage,1604,67,9,16167,LBR
101605,4_dose,full_coverage,2046,88,11,19694,LBR
101606,3_dose,reduced_coverage,2844,140,18,45472,LBR
101606,4_dose,reduced_coverage_lower,3456,165,21,55778,LBR
101606,4_dose,reduced_coverage,3683,174,22,55778,LBR
101606,4_dose,reduced_coverage_upper,3740,174,22,55778,LBR
101606,3_dose,full_coverage,3564,174,23,45472,LBR
101606,4_dose,full_coverage,4372,213,27,55778,LBR
101607,3_dose,reduced_coverage,1324,49,6,11676,LBR
101607,4_dose,reduced_coverage_lower,1490,55,7,14274,LBR
101607,4_dose,reduced_coverage,1565,60,8,14274,LBR
101607,4_dose,reduced_coverage_upper,1708,64,8,14274,LBR
101607,3_dose,full_coverage,1663,63,8,11676,LBR
101607,4_dose,full_coverage,2050,75,10,14274,LBR
101608,3_dose,reduced_coverage,2636,90,12,16918,LBR
101608,4_dose,reduced_coverage_lower,2869,101,13,20607,LBR
101608,4_dose,reduced_coverage,2963,103,13,20607,LBR
101608,4_dose,reduced_coverage_upper,2981,105,14,20607,LBR
101608,3_dose,full_coverage,2821,99,13,16918,LBR
101608,4_dose,full_coverage,3332,116,15,20607,LBR
101609,3_dose,reduced_coverage,1856,94,12,29015,LBR
101609,4_dose,reduced_coverage_lower,2162,110,14,35051,LBR
101609,4_dose,reduced_coverage,2168,109,14,35051,LBR
101609,4_dose,reduced_coverage_upper,2263,117,15,35051,LBR
101609,3_dose,full_coverage,2246,115,15,29015,LBR
101609,4_dose,full_coverage,2784,139,18,35051,LBR
101610,3_dose,reduced_coverage,1067,54,7,17556,LBR
101610,4_dose,reduced_coverage_lower,1214,62,8,21444,LBR
101610,4_dose,reduced_coverage,1219,63,8,21444,LBR
101610,4_dose,reduced_coverage_upper,1349,67,9,21444,LBR
101610,3_dose,full_coverage,1167,60,8,17556,LBR
101610,4_dose,full_coverage,1461,75,10,21444,LBR
101611,3_dose,reduced_coverage,1057,40,5,8351,LBR
101611,4_dose,reduced_coverage_lower,1146,45,6,10086,LBR
101611,4_dose,reduced_coverage,1183,44,6,10086,LBR
101611,4_dose,reduced_coverage_upper,1259,47,6,10086,LBR
101611,3_dose,full_coverage,1156,44,6,8351,LBR
101611,4_dose,full_coverage,1430,53,7,10086,LBR
101612,3_dose,reduced_coverage,3596,163,21,40026,LBR
101612,4_dose,reduced_coverage_lower,3880,159,21,48172,LBR
101612,4_dose,reduced_coverage,3988,171,22,48172,LBR
101612,4_dose,reduced_coverage_upper,4228,188,24,48172,LBR
101612,3_dose,full_coverage,4049,171,22,40026,LBR
101612,4_dose,full_coverage,5299,220,28,48172,LBR
101613,3_dose,reduced_coverage,2351,120,15,38961,LBR
101613,4_dose,reduced_coverage_lower,2778,135,17,47017,LBR
101613,4_dose,reduced_coverage,2945,145,19,47017,LBR
101613,4_dose,reduced_coverage_upper,3067,149,19,47017,LBR
101613,3_dose,full_coverage,2880,137,18,38961,LBR
101613,4_dose,full_coverage,3518,165,21,47017,LBR
101614,3_dose,reduced_coverage,1318,62,8,17288,LBR
101614,4_dose,reduced_coverage_lower,1472,70,9,21120,LBR
101614,4_dose,reduced_coverage,1496,71,9,21120,LBR
101614,4_dose,reduced_coverage_upper,1675,77,10,21120,LBR
101614,3_dose,full_coverage,1401,66,8,17288,LBR
101614,4_dose,full_coverage,1734,81,10,21120,LBR
101615,3_dose,reduced_coverage,4246,267,34,140025,LBR
101615,4_dose,reduced_coverage_lower,4668,287,37,168385,LBR
101615,4_dose,reduced_coverage,4965,310,40,168385,LBR
101615,4_dose,reduced_coverage_upper,5089,320,41,168385,LBR
101615,3_dose,full_coverage,4037,263,34,140025,LBR
101615,4_dose,full_coverage,5309,339,44,168385,LBR
101616,3_dose,reduced_coverage,3370,185,24,67923,LBR
101616,4_dose,reduced_coverage_lower,3761,206,27,82162,LBR
101616,4_dose,reduced_coverage,3456,186,24,82162,LBR
101616,4_dose,reduced_coverage_upper,3667,203,26,82162,LBR
101616,3_dose,full_coverage,3806,202,26,67923,LBR
101616,4_dose,full_coverage,4590,243,31,82162,LBR
101617,3_dose,reduced_coverage,600,31,4,9651,LBR
101617,4_dose,reduced_coverage_lower,681,36,5,11771,LBR
101617,4_dose,reduced_coverage,664,33,4,11771,LBR
101617,4_dose,reduced_coverage_upper,740,39,5,11771,LBR
101617,3_dose,full_coverage,673,34,4,9651,LBR
101617,4_dose,full_coverage,850,42,5,11771,LBR
101618,3_dose,reduced_coverage,1328,51,7,11197,LBR
101618,4_dose,reduced_coverage_lower,1599,63,8,13920,LBR
101618,4_dose,reduced_coverage,1624,63,8,13920,LBR
101618,4_dose,reduced_coverage_upper,1762,67,9,13920,LBR
101618,3_dose,full_coverage,1563,62,8,11197,LBR
101618,4_dose,full_coverage,1930,72,9,13920,LBR
101619,3_dose,reduced_coverage,1287,57,7,13684,LBR
101619,4_dose,reduced_coverage_lower,1448,62,8,16358,LBR
101619,4_dose,reduced_coverage,1503,66,8,16358,LBR
101619,4_dose,reduced_coverage_upper,1574,69,9,16358,LBR
101619,3_dose,full_coverage,1508,62,8,13684,LBR
101619,4_dose,full_coverage,1650,73,9,16358,LBR
101893,3_dose,reduced_coverage,1075,85,11,327917,MLI
101893,4_dose,reduced_coverage_lower,1310,108,14,399134,MLI
101893,4_dose,reduced_coverage,1420,116,15,399134,MLI
101893,4_dose,reduced_coverage_upper,1220,98,13,399134,MLI
101893,3_dose,full_coverage,1522,130,17,327917,MLI
101893,4_dose,full_coverage,1760,154,20,399134,MLI
101894,3_dose,reduced_coverage,3159,169,22,83618,MLI
101894,4_dose,reduced_coverage_lower,3451,183,24,101853,MLI
